<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
4294967295.2025.11	26:05:15	0.00	87674.85	87863.65	87629.05	4680769763365670093	286	0
4294967295.2025.11	26:05:30	0.00	87791.65	87791.65	87234.55	4680738389488566272	557	0
4294967295.2025.11	26:05:45	0.00	87343.60	87349.85	87039.85	4680721360802231091	551	0
4294967295.2025.11	26:06:00	0.00	87092.45	87263.85	86870.05	4680707039663279309	477	0
4294967295.2025.11	26:06:15	0.00	86884.50	87223.95	86884.50	4680729270414003405	351	0
4294967295.2025.11	26:06:30	0.00	87208.95	87339.35	87175.65	4680732094784497254	261	0
4294967295.2025.11	26:06:45	0.00	87248.65	87304.95	87152.35	4680728871841038336	210	0
4294967295.2025.11	26:07:00	0.00	87200.95	87432.15	87188.05	4680741756742926336	273	0
4294967295.2025.11	26:07:15	0.00	87389.25	87667.15	87389.25	4680750710890745037	347	0
4294967295.2025.11	26:07:30	0.00	87520.95	87717.85	87520.95	4680756325271994368	332	0
4294967295.2025.11	26:07:45	0.00	87600.05	87613.75	87435.45	4680748697410076672	362	0
4294967295.2025.11	26:08:00	0.00	87487.15	87672.85	87423.05	4680757204881296589	525	0
4294967295.2025.11	26:08:15	0.00	87615.35	87640.35	87444.75	4680754854675192218	409	0
4294967295.2025.11	26:08:30	0.00	87578.25	87657.05	87420.15	4680758957227953357	404	0
4294967295.2025.11	26:08:45	0.00	87646.45	87864.85	87565.05	4680767430339434906	332	0
4294967295.2025.11	26:09:00	0.00	87759.35	87834.55	87649.60	4680768797857021952	426	0
4294967295.2025.11	26:09:15	0.00	87776.75	87856.35	87688.15	4680768103790306918	400	0
4294967295.2025.11	26:09:30	0.00	87771.35	87778.15	87677.25	4680767052382312858	325	0
4294967295.2025.11	26:09:45	0.00	87757.35	87952.05	87708.25	4680778109346119680	321	0
4294967295.2025.11	26:10:00	0.00	87914.85	87925.45	87562.55	4680756174089145549	486	0
4294967295.2025.11	26:10:15	0.00	87599.05	87664.75	87502.95	4680751130079553126	309	0
4294967295.2025.11	26:10:30	0.00	87532.25	87594.75	87430.55	4680750078671559066	283	0
4294967295.2025.11	26:10:45	0.00	87505.15	87548.75	87387.75	4680742155315891405	271	0
4294967295.2025.11	26:11:00	0.00	87390.45	87426.15	87286.15	4680738458208043008	328	0
4294967295.2025.11	26:11:15	0.00	87342.15	87348.05	87086.05	4680721670039876403	319	0
4294967295.2025.11	26:11:30	0.00	87096.85	87110.65	86916.15	4680710640563860275	336	0
4294967295.2025.11	26:11:45	0.00	86939.85	86953.85	86718.95	4680702112476797338	357	0
4294967295.2025.11	26:12:00	0.00	86812.35	87039.65	86812.35	4680707795577523405	382	0
4294967295.2025.11	26:12:15	0.00	86887.85	86899.65	86755.05	4680703699896709939	320	0
4294967295.2025.11	26:12:30	0.00	86838.65	86909.15	86641.65	4680705424755576013	397	0
4294967295.2025.11	26:12:45	0.00	86860.55	86964.95	86775.05	4680710207631156838	215	0
4294967295.2025.11	26:13:00	0.00	86930.15	86974.95	86819.25	4680711939361970586	256	0
4294967295.2025.11	26:13:15	0.00	86960.55	86978.95	86847.95	4680706331852668928	253	0
4294967295.2025.11	26:13:30	0.00	86871.45	87036.85	86843.45	4680716900908190925	269	0
4294967295.2025.11	26:13:45	0.00	87023.40	87074.95	86921.05	4680719333577667379	240	0
4294967295.2025.11	26:14:00	0.00	87062.95	87150.45	86527.85	4680683035950055424	798	0
4294967295.2025.11	26:14:15	0.00	86539.95	86574.75	86271.05	4680679648079852339	751	0
4294967295.2025.11	26:14:30	0.00	86485.55	86648.55	86396.95	4680686897984647987	482	0
4294967295.2025.11	26:14:45	0.00	86596.55	86696.05	86574.75	4680688595355723366	306	0
4294967295.2025.11	26:15:00	0.00	86608.25	86668.35	86532.75	4680684925735665664	412	0
4294967295.2025.11	26:15:15	0.00	86558.05	86784.95	86552.85	4680693254536246067	428	0
4294967295.2025.11	26:15:30	0.00	86680.15	87091.25	86538.15	4680713231288133222	985	0
4294967295.2025.11	26:15:45	0.00	86975.45	87099.85	86891.35	4680721415777812480	701	0
4294967295.2025.11	26:16:00	0.00	87089.35	87315.55	86907.15	4680734575557607424	456	0
4294967295.2025.11	26:16:15	0.00	87292.15	87320.95	87179.05	4680734101393217946	448	0
4294967295.2025.11	26:16:30	0.00	87273.95	87544.25	87051.85	4680733421070398259	1488	0
4294967295.2025.11	26:16:45	0.00	87273.05	87670.95	86786.25	4680706517395256115	1505	0
4294967295.2025.11	26:17:00	0.00	86874.55	87196.75	86827.55	4680715121073743462	1353	0
4294967295.2025.11	26:17:15	0.00	86997.65	87305.95	86845.95	4680731098352084582	1227	0
4294967295.2025.11	26:17:30	0.00	87242.95	87325.65	86858.75	4680705301060517888	868	0
4294967295.2025.11	26:17:45	0.00	86855.55	86993.35	86663.65	4680712083672871731	804	0
4294967295.2025.11	26:18:00	0.00	86957.45	87554.75	86943.65	4680752476981297152	730	0
4294967295.2025.11	26:18:15	0.00	87546.35	87821.65	87546.35	4680754146864581837	745	0
4294967295.2025.11	26:18:30	0.00	87571.15	87927.25	87556.05	4680756146601354854	713	0
4294967295.2025.11	26:18:45	0.00	87600.45	87839.95	87478.85	4680770254709928755	662	0
4294967295.2025.11	26:19:00	0.00	87807.55	87972.85	87727.85	4680772673635509862	549	0
4294967295.2025.11	26:19:15	0.00	87836.25	88783.75	87689.65	4680827546137683558	1015	0
4294967295.2025.11	26:19:30	0.00	88636.55	89488.25	88526.65	4680885394193199923	1615	0
4294967295.2025.11	26:19:45	0.00	89488.05	89953.25	89467.25	4680908545784912282	1475	0
4294967295.2025.11	26:20:00	0.00	89817.55	90091.35	89653.15	4680923059338398925	1555	0
4294967295.2025.11	26:20:15	0.00	90029.85	90388.05	90029.85	4680943221632873267	1147	0
4294967295.2025.11	26:20:30	0.00	90319.55	90341.35	89682.45	4680901206544796877	984	0
4294967295.2025.11	26:20:45	0.00	89704.85	90143.55	89695.85	4680929718255694643	663	0
4294967295.2025.11	26:21:00	0.00	90122.45	90174.55	89739.65	4680907982285203046	873	0
4294967295.2025.11	26:21:15	0.00	89813.55	90003.45	89721.25	4680905707670523085	680	0
4294967295.2025.11	26:21:30	0.00	89775.05	90023.25	89723.40	4680910820399592243	578	0
4294967295.2025.11	26:21:45	0.00	89846.85	90038.55	89775.25	4680917225054824038	459	0
4294967295.2025.11	26:22:00	0.00	89937.95	89987.75	89491.35	4680918551340725043	810	0
4294967295.2025.11	26:22:15	0.00	89962.05	90095.65	89798.25	4680920090657003930	556	0
4294967295.2025.11	26:22:30	0.00	89980.25	90041.95	89649.95	4680897530052791501	605	0
4294967295.2025.11	26:22:45	0.00	89649.95	89919.25	89623.35	4680910050741452800	659	0
4294967295.2025.11	26:23:00	0.00	89845.35	90000.15	89801.75	4680907542480551936	390	0
4294967295.2025.11	26:23:15	0.00	89800.75	90261.75	89777.75	4680938115775751782	447	0
4294967295.2025.11	26:23:30	0.00	90245.15	90459.05	90121.45	4680935641874589286	535	0
4294967295.2025.11	26:23:45	0.00	90215.80	90362.85	90140.65	4680933023662525645	337	0
4294967295.2025.11	27:00:00	0.00	90172.55	90610.95	90099.05	4680941345591158374	425	0
4294967295.2025.11	27:00:15	0.00	90297.75	90511.05	90184.15	4680942300791885005	495	0
4294967295.2025.11	27:00:30	0.00	90309.25	90342.15	90171.05	4680935318893048627	368	0
4294967295.2025.11	27:00:45	0.00	90205.95	90435.35	90177.15	4680945757381564826	239	0
4294967295.2025.11	27:01:00	0.00	90356.45	90579.15	90315.25	4680954793992755610	456	0
4294967295.2025.11	27:01:15	0.00	90487.65	90488.45	90312.45	4680942823059908198	351	0
4294967295.2025.11	27:01:30	0.00	90315.15	90431.15	90291.25	4680947956404820378	276	0
4294967295.2025.11	27:01:45	0.00	90387.05	90562.75	90386.75	4680952849231563981	288	0
4294967295.2025.11	27:02:00	0.00	90460.00	90524.95	90099.35	4680931312547554918	430	0
4294967295.2025.11	27:02:15	0.00	90152.15	90237.05	90065.65	4680934006351042970	333	0
4294967295.2025.11	27:02:30	0.00	90186.25	90365.25	90186.20	4680943496510780211	265	0
4294967295.2025.11	27:02:45	0.00	90324.95	90555.95	90321.05	4680952340707436134	390	0
4294967295.2025.11	27:03:00	0.00	90453.65	90871.35	90348.65	4680966201425893786	719	0
4294967295.2025.11	27:03:15	0.00	90655.35	90796.15	90571.55	4680968386705253990	478	0
4294967295.2025.11	27:03:30	0.00	90683.15	90709.15	90566.55	4680968489784469094	283	0
4294967295.2025.11	27:03:45	0.00	90688.65	91216.95	90616.15	4680998073519203942	480	0
4294967295.2025.11	27:04:00	0.00	91115.15	91193.35	90850.55	4680990019596530483	626	0
4294967295.2025.11	27:04:15	0.00	91004.85	91448.05	90975.65	4681020194318765261	646	0
4294967295.2025.11	27:04:30	0.00	91438.05	91813.35	91325.05	4681043256575157862	735	0
4294967295.2025.11	27:04:45	0.00	91775.05	91861.25	91307.75	4681014332547399680	1004	0
4294967295.2025.11	27:05:00	0.00	91351.65	91572.95	91261.85	4681012868822545203	544	0
4294967295.2025.11	27:05:15	0.00	91334.45	91572.95	91280.05	4681010827854086144	553	0
4294967295.2025.11	27:05:30	0.00	91303.05	91303.05	91064.15	4680998850049291059	509	0
4294967295.2025.11	27:05:45	0.00	91136.95	91204.05	91013.85	4680994328307721830	323	0
4294967295.2025.11	27:06:00	0.00	91068.75	91319.05	91025.05	4681007996611644621	367	0
4294967295.2025.11	27:06:15	0.00	91268.05	91320.95	91080.95	4680996176861646029	360	0
4294967295.2025.11	27:06:30	0.00	91093.85	91265.75	91039.85	4680998760713971302	374	0
4294967295.2025.11	27:06:45	0.00	91134.65	91281.05	91134.65	4681006443551470387	231	0
4294967295.2025.11	27:07:00	0.00	91239.65	91306.75	91118.55	4681008828117313126	357	0
4294967295.2025.11	27:07:15	0.00	91271.15	91519.55	91208.45	4681021431269346509	481	0
4294967295.2025.11	27:07:30	0.00	91459.05	91459.05	90860.05	4680985209233158963	550	0
4294967295.2025.11	27:07:45	0.00	90927.55	91058.75	90888.15	4680986054482722816	381	0
4294967295.2025.11	27:08:00	0.00	90938.15	91250.40	90938.15	4681006952075598234	262	0
4294967295.2025.11	27:08:15	0.00	91248.35	91380.05	91188.55	4681013988950016000	266	0
4294967295.2025.11	27:08:30	0.00	91349.15	91412.95	91237.45	4681010470512807117	240	0
4294967295.2025.11	27:08:45	0.00	91299.55	91337.35	91150.25	4681004354479377613	254	0
4294967295.2025.11	27:09:00	0.00	91212.75	91294.95	91102.85	4681006629094057574	274	0
4294967295.2025.11	27:09:15	0.00	91239.05	91426.45	91209.25	4681017981551614362	260	0
4294967295.2025.11	27:09:30	0.00	91407.05	91420.75	91321.65	4681012978773707981	317	0
4294967295.2025.11	27:09:45	0.00	91335.55	91472.95	91301.25	4681015383955393741	267	0
4294967295.2025.11	27:10:00	0.00	91374.50	91481.65	91191.45	4681004911107139174	344	0
4294967295.2025.11	27:10:15	0.00	91218.80	91364.35	91218.80	4681013452938097459	241	0
4294967295.2025.11	27:10:30	0.00	91342.95	91426.95	91254.95	4681015225900597248	260	0
4294967295.2025.11	27:10:45	0.00	91365.25	91501.75	91349.15	4681021527476613939	191	0
4294967295.2025.11	27:11:00	0.00	91460.45	91511.45	91438.75	4681022805658881229	151	0
4294967295.2025.11	27:11:15	0.00	91479.05	91743.55	91479.05	4681029498935915315	437	0
4294967295.2025.11	27:11:30	0.00	91578.20	91923.20	91578.20	4681043655148122931	413	0
4294967295.2025.11	27:11:45	0.00	91782.45	91782.45	91523.55	4681027732845363200	298	0
4294967295.2025.11	27:12:00	0.00	91549.15	91683.05	91522.65	4681029011027630490	252	0
4294967295.2025.11	27:12:15	0.00	91569.35	91720.85	91561.05	4681033264763240448	191	0
4294967295.2025.11	27:12:30	0.00	91626.75	91640.45	91319.15	4681029024771525837	378	0
4294967295.2025.11	27:12:45	0.00	91565.05	91653.25	91467.15	4681030254850159411	267	0
4294967295.2025.11	27:13:00	0.00	91587.45	91598.05	91476.85	4681024661084753101	171	0
4294967295.2025.11	27:13:15	0.00	91508.35	91546.95	91347.65	4681013775919638118	190	0
4294967295.2025.11	27:13:30	0.00	91349.05	91456.05	91290.35	4681020888385480294	202	0
4294967295.2025.11	27:13:45	0.00	91451.15	91455.45	91331.95	4681014236340132250	143	0
4294967295.2025.11	27:14:00	0.00	91354.35	91440.35	91286.75	4681016277308591309	219	0
4294967295.2025.11	27:14:15	0.00	91384.05	91403.75	91163.75	4681007948508010906	283	0
4294967295.2025.11	27:14:30	0.00	91262.85	91343.65	91078.95	4680996383020076237	306	0
4294967295.2025.11	27:14:45	0.00	91092.45	91192.15	90928.45	4680987635030687744	469	0
4294967295.2025.11	27:15:00	0.00	90961.30	91057.75	90725.85	4680975760305107763	488	0
4294967295.2025.11	27:15:15	0.00	90797.05	90852.85	90433.05	4680968874613538816	749	0
4294967295.2025.11	27:15:30	0.00	90694.05	90858.95	90475.05	4680976399396241408	628	0
4294967295.2025.11	27:15:45	0.00	90800.65	91010.65	90682.25	4680978014303944704	471	0
4294967295.2025.11	27:16:00	0.00	90831.05	90880.25	90742.85	4680976846072840192	357	0
4294967295.2025.11	27:16:15	0.00	90810.25	90953.55	90601.95	4680984515166443930	442	0
4294967295.2025.11	27:16:30	0.00	90917.35	90951.75	90550.25	4680970482649294438	474	0
4294967295.2025.11	27:16:45	0.00	90717.55	90828.55	90616.75	4680973760568334746	379	0
4294967295.2025.11	27:17:00	0.00	90768.70	90941.95	90595.25	4680967019187666944	450	0
